contract_address,evt_tx_hash,evt_index,evt_block_time,evt_block_number,collateralAsset,debtAsset,debtToCover,liquidatedCollateralAmount,liquidator,receiveAToken,user
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xac5946a5b4a91429cb3d2cdc19f894917103af1a661d99fd9f947f0ab22cc77b,75,2023-04-18 01:15:11.000 UTC,1.7070266e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,7249903778,3668757078376949316,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0xae5ee34994dce7bace81fab0f163895505f92225
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x4ba1729dd0e5be6e53bc99e46677b753486ca5cee8cc064ea4c77500f4109687,297,2023-05-31 10:01:47.000 UTC,1.7378132e+07,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,500071369,252468710857753005,0x6ff8a0b19bc1275fd7e2075d4de197eb518750fc,false,0xba006ea5d47eff88efaae09a268d65f2edfb10ae
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xbaed189593ba29472e4b2b7e827cc31cc62f12cd3c34df239046dab61035bad7,169,2023-02-09 03:05:59.000 UTC,1.6588404e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1883936835,1215400833289468483,0x3697e949a4d9a507a6ce2f6ff6bb99bcc8eacb81,false,0x87a6cd60c74b7c70b7443ff4632118ccfe650d9d
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xdd362b33852f8a9b5561d5ebd4469c4cb8a17e7175777706a105f4de65157c5b,22,2023-07-05 13:04:11.000 UTC,1.7627859e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,26835090028,14783129315949393861,0x7d32c90762e22379235fc311fdb16fab399ed40a,false,0x4ebde1e8ad8e205d4de268ba758e5725eafbc6fd
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x50aefc5870bb1b35e545263fed8a122fe27d41fe4a2193fa9572e1531c919656,67,2023-03-10 06:46:47.000 UTC,1.6796058e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,556622601,411734703087352122,0xac9683c436e4acca9e6d9653ce13016e8e2ac3d0,false,0x0d180d497722db56ddb2953f3b76ec435c76b489
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xe9582aca6b875acb149dcfd44a47e3014a703b917ead1dcd011cc1cea3f6d7d2,88,2023-03-10 06:46:47.000 UTC,1.6796058e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,601002728,444562759979932342,0xac9683c436e4acca9e6d9653ce13016e8e2ac3d0,false,0x7e16bfa814f0c91defc26d8bbb8d36bd65820867
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x4335ec5ba9e1bb45d8d6bfbf03cc0e70ebbbde5b9f883cb8d0d0c46f8369c252,46,2023-04-21 20:25:35.000 UTC,1.709711e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1972109275,1118386653369268575,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,false,0xae5ee34994dce7bace81fab0f163895505f92225
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x96e398642ec1f66219237cebbe1cd77d9ecb1d5ef64573ce9dc391efe27bb8e4,154,2023-04-21 20:26:23.000 UTC,1.7097114e+07,0xba100000625a3754423978a60c9317c58a424e3d,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,192032850,33564741033510552354,0x04c85b48ea69f2c2ffedb6f23b68f8ba1cf082d5,false,0x7e9226f4d9cf7aed64d24918477520a70d1b4820
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x1a8a0e59c44781b82f83a10e333f087e70b8e99df305331d4b43192833f02fbe,14,2023-04-21 21:08:35.000 UTC,1.7097323e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1743288639,988687050154171517,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,false,0x23db246031fd6f4e81b0814e9c1dc0901a18da2d
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x91e018ac94bd2f8f0d115f242fcc91eeea4950f7bb08b507a1ee84f2d046a21a,127,2023-04-21 19:07:35.000 UTC,1.7096726e+07,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,44293601152,169980183,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x35d1ca7a982d65c784361501e0aadb1ab1d4cc1b
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x574609f5f3d018f83bb4fd0aada2f17d945b972693821c38e605a5ca9673c920,23,2023-04-21 19:08:11.000 UTC,1.7096729e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,8302452588,4707987297319782175,0xd050e0a4838d74769228b49dff97241b4ef3805d,false,0xff9b90914e248339ab0a50bf4798ef8b012eac79
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xa5bb1dec4b0142833c655a6cdcc05470627080adf34519801112053b55e00aed,445,2023-04-21 19:08:11.000 UTC,1.7096729e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,6087622936843983284494,3451976656817368877,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0xde092a220313cede58750434b66d46b5ff494cbb
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x45c363b6c954202e5ad4b943e3fe6d77b3d72abed5792819549db0a57a91cf53,15,2023-04-21 06:41:47.000 UTC,1.7093055e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,16603794739,9073041827485772569,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0xff9b90914e248339ab0a50bf4798ef8b012eac79
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x32948063a748fbaf95111c773d42599696c715b6181835a1169e5f36ddc91593,130,2023-04-21 05:28:11.000 UTC,1.7092695e+07,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2521250753749994589,2273783449562850472,0xacc0e971c273af3f49f82029ad297d0898d8a266,false,0x9df12bfe371b308d39277e6377f4117e03ac8cb6
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x6bd621f61e6fecb0216e98624f7027aea17889764d47b69078f07c4c589f661e,20,2023-07-05 08:19:23.000 UTC,1.7626452e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,50063263369,27173690748085238975,0xb206ebe579be55f5b57119bb2e7cc63708eda1aa,false,0x4ebde1e8ad8e205d4de268ba758e5725eafbc6fd
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xa88528a8d0865330158e40ebf86d6992ff583fd20325617a37e4c457c09244ca,184,2023-07-24 09:50:47.000 UTC,1.7762182e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2604739301,1469396437763640314,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x9f903780044088e5540191c52af6e9ea2283c37d
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x6887c14720a617db070c3d6c3d36f9d908d9038e31f6a1e44023f30538d227ea,22,2023-07-24 09:50:59.000 UTC,1.7762183e+07,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xdac17f958d2ee523a2206206994597c13d831ec7,332878930400,1195763111,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x543ab47ac1600329d48e762972511d58c8a83756
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x519d7c5ccc98fd394817517382c64b9594738e4df739853db28a8cc719114de2,174,2023-07-24 09:51:59.000 UTC,1.7762188e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1427160555,811095740329768098,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,false,0xb655a9ecee1dd4eee62dcb4c2b42a7e2fab63a51
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xb15e5e176bb8483d20d6318464749dc4809939c43aeb0fd3534b054f3bb4b1c5,76,2023-07-24 11:21:11.000 UTC,1.7762628e+07,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,655308816,332200043026715526,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,false,0xeaba588d42d7f13048bd5795372530ac98cbd34f
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xe7e431902fb514e163f68e31ae6c28f5a575848f48bc50f750d7d30f3fba0e00,112,2023-04-09 20:20:35.000 UTC,1.7013048e+07,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,10031,2928874,0x594efbe5a71a10a958d812b4c65f3dfa60922a15,false,0x83f1f94d3f6253ac6762ccf72c57afd8850b5edb
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x345bcbc33e99f576666b61702353a618b01c812c8056c830840fa3e447c69111,68,2023-04-09 20:21:23.000 UTC,1.7013052e+07,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,431698,126048152,0x594efbe5a71a10a958d812b4c65f3dfa60922a15,false,0x07ede94cf6316f4809f2b725f5d79ad303fb4dc8
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xf26c229b7af40617ad6f692cb4ccd95f1958e57dfe97a2b89fccd587c204bfbd,74,2023-07-19 17:33:47.000 UTC,1.7728745e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x514910771af9ca656af840dff83e8264ecf986ca,251471447427606240638,959096240898775905,0x7d32c90762e22379235fc311fdb16fab399ed40a,false,0x837bbdccac71d15e03a6e8de25ebaecbd003a307
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x387bce20625c89f628e4840568f4110e2131d83d427a05edf6ee36e5c3924c83,58,2023-06-10 09:49:23.000 UTC,1.7448988e+07,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x6b175474e89094c44da98b954eedeac495271d0f,1117972236911689085414,605897924150170705,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x1b7a9c831b4f2088fa6eae337088ae2fc9913ef5
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x73ca0d2cf238cec796aba97d657bb8d1bde4271c064267012023f4eabe68d834,29,2023-06-10 06:48:35.000 UTC,1.7448097e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,2852328670,1715033411704785726,0x50a77ba863dbaa84269133e5625ef80072f1884a,false,0x54f9a36bcb815053f8cb37bcb8d7373bfd69c21e
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x9bf4b2964252ecf95999e505ccb316ccb8a2a31c948f38ec57734fbca1d665e3,16,2023-06-10 07:09:47.000 UTC,1.7448202e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,138470644955,83682735336084961338,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x01acb3804ba9c42111c6e9c127831eb486ca1ac7
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x345b809881d947ffaf697a31374e2d59266d590cb399e34ebab3a087bc55a4b1,79,2023-06-10 07:18:11.000 UTC,1.7448243e+07,0x514910771af9ca656af840dff83e8264ecf986ca,0x5f98805a4e8be255a32880fdec7f6728c6568ba0,515604976126921849299,110362494385989503350,0x6dce52e318338b0cc30969ada8e0c95d24c37a28,false,0x582a6b4c06660dda4578df95224996031251cf8a
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x9bef091a37b8c0821a1273a0d891bb76b6e55f479fab900ead89d3dbb6a48b86,59,2023-03-03 21:20:35.000 UTC,1.6750603e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,2563413690277000297311,1725413753796595155,0xacc0e971c273af3f49f82029ad297d0898d8a266,false,0x5ec38fa1aba800ad9745553afcee2e538a11048a
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x724b42054de556d9d392d045cc9997931d47c8016ab144928507fd7f9b61cb8b,56,2023-05-11 12:51:35.000 UTC,1.7237226e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2079891997,1194595131688723436,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,false,0xff9b90914e248339ab0a50bf4798ef8b012eac79
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xc0d08f51d97802490bf8ac298573f66ea2051abd8959c67e95be213ac5b170c3,84,2023-07-22 23:18:11.000 UTC,1.7751893e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,3586701559577080877867,2016410846686389696,0xd050e0a4838d74769228b49dff97241b4ef3805d,false,0xae1704ea3747e4861fb7283a9eaa8c70b925295c
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x774c532896454e2f58e5dc7c18f8d4d804bf149eea2cefffb0aaff3bec48571e,90,2023-04-23 21:04:23.000 UTC,1.7111568e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,537472339,303907816419843873,0x33be3a13383a2e5f4c66366f00b73e88a9792efb,false,0xcce3ada5314481db76709fa69a67166e9434a3b3
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xe0d77db485e0e8182da48ba434acddaf50cec1b097a0e0235ea56a6c2bc9cfb4,162,2023-03-27 15:01:47.000 UTC,1.6919479e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,2401043019454958246362,1469217694302539691,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,false,0x2db98d6507f14615cd9b9b287d8109328b6dc209
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x886aad62015a4f238848fe8ba96e4c82106a971ef5832183c8f12afbee0ed5c9,249,2023-06-05 16:00:59.000 UTC,1.7415362e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6246642903,3600427467439283372,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0xde092a220313cede58750434b66d46b5ff494cbb
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x9964a7dd2a48e6cf9163db1fb7529911f64a6d270cf76c5656df723e4d0d8ada,72,2023-06-16 18:06:47.000 UTC,1.7494072e+07,0x6b175474e89094c44da98b954eedeac495271d0f,0xbe9895146f7af43049ca1c1ae358b0541ea49704,1715156419210428916,3136363874443813819075,0x50a77ba863dbaa84269133e5625ef80072f1884a,false,0xfad9ea29ae51b72a605c9952fe49048c76109577
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xe933b1ade18a0376c93c69f4180dfe0ee57f62c6872d9b57799f5e3892029c21,48,2023-03-25 19:09:23.000 UTC,1.6906458e+07,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3001180412,11582707,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x2db98d6507f14615cd9b9b287d8109328b6dc209
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xa1269e9efaf1319e92b68701e5260197d77208d48c7be60ef7d1926732a3d6da,22,2023-06-23 15:54:11.000 UTC,1.7543287e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x514910771af9ca656af840dff83e8264ecf986ca,2049592587192571673258,6774850107021647888,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x837bbdccac71d15e03a6e8de25ebaecbd003a307
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xc1cac3371234769a6303b66927df6645970ed083c0492adb5819b3d8b9230ec3,102,2023-04-13 10:32:11.000 UTC,1.7038019e+07,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,627168816228943796,1288744231,0xac9683c436e4acca9e6d9653ce13016e8e2ac3d0,false,0x0bba020af5e1afcd54a2cfd1f109a8c9244a2feb
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xc358e4ef73351b98ff0d0fc3ae307c5b5c1b8045004cc430df9b505bd48b52d6,99,2023-07-20 11:35:35.000 UTC,1.7734118e+07,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x514910771af9ca656af840dff83e8264ecf986ca,175465540267350674202,4996662,0x7d32c90762e22379235fc311fdb16fab399ed40a,false,0x36e61ac5a3297da0d9bffbe7827b3d98bc59c955
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x421900e336c1d0a9d34ed3fefb608df112a0d9c851edd5d8324de659763ddae1,59,2023-07-20 16:55:35.000 UTC,1.7735702e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,1060634493677903314469,588425125625857957,0x1a2d11cb90d1de13bb81ee7b772a08ac234a8058,false,0x7420fa58ba44e1141d5e9adb6903be549f7ce0b5
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x4eb08984a4255cd88328f831b8f61745fc7e5ef2b314e15b7142956775cd9d38,254,2023-07-14 18:26:23.000 UTC,1.7693468e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3504344313253448704,3662039807349853895,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x4ebde1e8ad8e205d4de268ba758e5725eafbc6fd
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xa4c0917b0dd2d436483b7f84ca4da5ed29d7ef0f250935f707b6c00dd2d4f1ba,89,2023-07-14 01:11:47.000 UTC,1.7688356e+07,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xae78736cd615f374d3085123a210448e74fc6393,705086203935039142,5121811,0x7d32c90762e22379235fc311fdb16fab399ed40a,false,0xfad9ea29ae51b72a605c9952fe49048c76109577
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x147f583e099b6c72d6ce8128fe67b16a06fe3b2bd38b98c1cf2151db34ed74e8,120,2023-04-20 00:06:35.000 UTC,1.708408e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x6b175474e89094c44da98b954eedeac495271d0f,2821252206093766945883,1522601790860803466,0xacc0e971c273af3f49f82029ad297d0898d8a266,false,0x23db246031fd6f4e81b0814e9c1dc0901a18da2d
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xfbb90f7e2138ec2dd0c504de94f37fb8d02326945987d1230f30cf39d1d1909f,20,2023-04-14 00:30:47.000 UTC,1.7041917e+07,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,726753593943236845,1526399137,0xac9683c436e4acca9e6d9653ce13016e8e2ac3d0,false,0xd9a46702e89d63f0b0c5197976088039b9f5dc06
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xd97cd31d98cf11eabf4e42055e1a09d27d4e97b41792e9a79e715f14eb965a2e,182,2023-03-11 17:24:23.000 UTC,1.68063e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,17500490058,11934575826684149704,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x61626570902dfbdac61bc49d3842836ba93a0ff7
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x9b951c98ad0dbbf1d8aec216a238400fb5d5876c4f38f6fe9c74b34d0349b10d,43,2023-05-01 20:42:35.000 UTC,1.7168419e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,2819309634,1626392737434155280,0xacc0e971c273af3f49f82029ad297d0898d8a266,false,0xff9b90914e248339ab0a50bf4798ef8b012eac79
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xef36670a65bf317f100321c53ab2a74d74f48c4b9bacf193b13261298947acb7,106,2023-07-07 04:55:59.000 UTC,1.7639693e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,990241516,558375018168742871,0x7d32c90762e22379235fc311fdb16fab399ed40a,false,0xd2137e8cec478083548b3d6d172da545b94716b9
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0xcc3090636601320a2c03fc2d1241ea48f8c95d476e97fe433e22be7190707c8d,132,2023-07-07 00:02:11.000 UTC,1.7638235e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xdac17f958d2ee523a2206206994597c13d831ec7,5479602862,3105351873294757573,0xb206ebe579be55f5b57119bb2e7cc63708eda1aa,false,0xae1704ea3747e4861fb7283a9eaa8c70b925295c
0x87870bca3f3fd6335c3f4ce8392d69350b4fa4e2,0x725359e498d3aeb7336439b5e08531b962779a2140b9e5aa6944303edf04f630,22,2023-07-07 00:03:11.000 UTC,1.763824e+07,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6812415893,3883081239590686287,0x80d4230c0a68fc59cb264329d3a717fcaa472a13,false,0x4ebde1e8ad8e205d4de268ba758e5725eafbc6fd
